plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette_0 icassette_1 trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd MB wagon isEngine nROCs power mrot phi HDorLD hash hash_hdld dataPp0 trigPp0 dataPp0_type trigPp0_type engineType
32 6 1 FO 920.92 145.01 0 6 920.9 48.3 1004.6 96.6 1004.7 193.4 920.9 241.7 837.2 193.3 837.2 96.7 920.9 48.3 0 0 0.735 2.0 0.315 1.0 0.29 1.0 10 0 False 3 3.6 0 8.948 0 3206010 3206010 32000.0 32010.0 A A N
32 6 2 FO 837.2 290.01 0 6 837.2 193.3 920.9 241.7 921.0 338.4 837.2 386.7 753.5 338.4 753.5 241.6 837.2 193.3 0 0 0.75 2.0 0.359 1.0 0.326 1.0 12 0 False 3 3.6 0 19.106 0 3206020 3206020 32000.0 32010.0 A A N
32 6 3 FO 753.48 435.02 4 6 753.5 338.4 837.2 386.7 837.2 483.3 753.5 531.7 669.8 483.4 669.8 386.7 753.5 338.4 0 1 0.761 2.0 0.374 1.0 0.34 1.0 16 1 False 3 3.6 0 30.0 0 3206030 3206030 32100.0 32110.0 A A N
32 6 4 FO 669.76 580.03 4 6 669.8 483.4 753.5 531.7 753.5 628.3 669.8 676.7 586.0 628.4 586.1 531.7 669.8 483.4 0 1 0.763 2.0 0.382 1.0 0.348 1.0 18 1 False 3 3.6 0 40.893 0 3206040 3206040 32100.0 32110.0 A A N
32 6 5 FO 586.04 725.04 4 6 586.0 628.4 669.8 676.7 669.7 773.4 586.0 821.7 502.3 773.4 502.3 676.7 586.0 628.4 0 1 0.769 2.0 0.36 1.0 0.327 1.0 20 1 False 3 3.6 0 51.052 0 3206050 3206050 32100.0 32110.0 A A N
32 6 6 FO 502.32 870.04 1 6 502.3 773.4 586.0 821.7 586.0 918.4 502.4 966.7 418.6 918.4 418.6 821.7 502.3 773.4 1 0 0.73 2.0 0.319 1.0 0.294 1.0 9 0 False 3 3.6 0 60.0 0 3206060 3206060 32200.0 32210.0 A A N
32 6 7 FO 418.6 1015.06 1 6 418.6 918.4 502.4 966.7 502.3 1063.4 418.6 1111.7 334.9 1063.4 334.9 966.7 418.6 918.4 1 0 0.727 2.0 0.278 1.0 0.263 1.0 11 0 False 3 3.6 0 67.589 0 3206070 3206070 32200.0 32210.0 A A N
32 6 8 FO 334.88 1160.07 1 6 334.9 1063.4 418.6 1111.7 418.6 1208.4 334.8 1256.8 251.2 1208.4 251.1 1111.8 334.9 1063.4 1 0 0.705 2.0 0.256 1.0 0.248 1.0 13 0 True 3 3.6 0 73.898 0 3206080 3206080 32200.0 32210.0 A A W
32 6 9 FO 251.17 1305.07 1 6 251.2 1208.4 334.8 1256.8 334.9 1353.4 251.1 1401.7 167.4 1353.4 167.4 1256.8 251.2 1208.4 1 0 0.681 2.0 0.244 1.0 0.239 1.0 15 0 True 3 3.6 0 79.106 0 3206090 3206090 32200.0 32210.0 A A W
32 6 10 FO 167.44 1450.08 1 6 167.4 1353.4 251.1 1401.7 251.1 1498.4 167.4 1546.7 83.7 1498.4 83.7 1401.8 167.4 1353.4 1 0 0.678 2.0 0.233 1.0 0.23 1.0 22 0 True 3 3.6 0 83.413 0 3206100 3206100 32201.0 32210.0 B A W
32 6 11 FOe 83.72 1595.09 5 6 83.7 1498.4 167.4 1546.7 167.5 1643.5 83.7 1691.8 -0.0 1643.4 -0.0 1546.7 83.7 1498.4 1 0 0.661 2.0 0.229 1.0 0.227 1.0 22 0 False 3 3.6 0 86.996 0 3206110 3206110 32201.0 32210.0 B A N
32 7 0 FO 1172.09 -0.0 0 6 1172.1 -96.7 1255.8 -48.4 1255.8 48.4 1172.1 96.7 1088.4 48.3 1088.3 -48.3 1172.1 -96.7 0 0 0.0 2.0 0.216 1.0 0.216 1.0 8 0 True 3 3.6 0 -0.0 0 3207000 3207000 32000.0 32010.0 A A W
32 7 1 FO 1088.37 145.0 0 6 1088.4 48.3 1172.1 96.7 1172.1 193.4 1088.4 241.7 1004.7 193.4 1004.6 96.6 1088.4 48.3 0 0 0.701 2.0 0.262 1.0 0.253 1.0 10 0 False 3 3.6 0 7.589 0 3207010 3207010 32000.0 32010.0 A A N
32 7 2 FO 1004.64 290.01 0 6 1004.7 193.4 1088.4 241.7 1088.4 338.3 1004.6 386.7 921.0 338.4 920.9 241.7 1004.7 193.4 0 0 0.704 2.0 0.272 1.0 0.259 1.0 12 0 False 3 3.6 0 16.102 0 3207020 3207020 32000.0 32010.0 A A N
32 7 3 FO 920.92 435.02 0 6 921.0 338.4 1004.6 386.7 1004.7 483.3 920.9 531.7 837.2 483.3 837.2 386.7 921.0 338.4 0 0 0.725 2.0 0.288 1.0 0.271 1.0 14 0 False 3 3.6 0 25.285 0 3207030 3207030 32000.0 32010.0 A A N
32 7 4 FO 837.2 580.03 4 6 837.2 483.3 920.9 531.7 920.9 628.3 837.2 676.7 753.5 628.3 753.5 531.7 837.2 483.3 0 1 0.723 2.0 0.292 1.0 0.274 1.0 16 1 False 3 3.6 0 34.715 0 3207040 3207040 32100.0 32110.0 A A N
32 7 5 FO 753.48 725.03 4 6 753.5 628.3 837.2 676.7 837.3 773.4 753.5 821.7 669.7 773.4 669.8 676.7 753.5 628.3 0 1 0.731 2.0 0.288 1.0 0.271 1.0 18 1 False 3 3.6 0 43.898 0 3207050 3207050 32100.0 32110.0 A A N
32 7 6 FO 669.77 870.05 4 6 669.7 773.4 753.5 821.7 753.5 918.4 669.8 966.7 586.0 918.4 586.0 821.7 669.7 773.4 0 1 0.716 2.0 0.278 1.0 0.264 1.0 20 1 False 3 3.6 0 52.411 0 3207060 3207060 32100.0 32110.0 A A E
32 7 7 FO 586.04 1015.06 1 6 586.0 918.4 669.8 966.7 669.7 1063.4 586.1 1111.7 502.3 1063.4 502.4 966.7 586.0 918.4 1 0 0.697 2.0 0.26 1.0 0.251 1.0 9 0 True 3 3.6 0 60.0 0 3207070 3207070 32200.0 32210.0 A A W
32 7 8 FO 502.32 1160.07 1 6 502.3 1063.4 586.1 1111.7 586.0 1208.4 502.3 1256.7 418.6 1208.4 418.6 1111.7 502.3 1063.4 1 0 0.685 2.0 0.25 1.0 0.243 1.0 11 0 True 3 3.6 0 66.587 0 3207080 3207080 32200.0 32210.0 A A W
32 7 9 FO 418.6 1305.08 1 6 418.6 1208.4 502.3 1256.7 502.3 1353.4 418.5 1401.7 334.9 1353.4 334.8 1256.8 418.6 1208.4 1 0 0.671 2.0 0.238 1.0 0.234 1.0 13 1 False 3 3.6 0 72.217 0 3207090 3207090 32200.0 32210.0 A A E
32 7 10 FO 334.89 1450.08 1 6 334.9 1353.4 418.5 1401.7 418.6 1498.5 334.9 1546.8 251.1 1498.4 251.1 1401.7 334.9 1353.4 1 0 0.665 2.0 0.23 1.0 0.228 1.0 15 1 False 3 3.6 0 76.996 0 3207100 3207100 32200.0 32210.0 A A E
32 7 11 FO 251.16 1595.09 1 6 251.1 1498.4 334.9 1546.8 334.9 1643.4 251.1 1691.8 167.5 1643.5 167.4 1546.7 251.1 1498.4 1 0 0.661 2.0 0.226 1.0 0.225 1.0 22 1 False 3 3.6 0 81.052 0 3207110 3207110 32201.0 32210.0 B A E
32 7 12 bOe 167.44 1740.1 2 5 251.2 1788.4 83.7 1788.4 83.7 1691.8 167.5 1643.5 251.1 1691.8 251.2 1788.4 0.0 0.0 1 0 0.655 1.0 0.197 1.0 0.197 1.0 22 1 False 3 3.6 0 84.504 0 3207120 3207120 32201.0 32210.0 B A N
32 8 0 FO 1339.52 -0.0 0 6 1339.5 -96.7 1423.2 -48.3 1423.3 48.4 1339.5 96.7 1255.8 48.4 1255.8 -48.4 1339.5 -96.7 0 0 0.0 2.0 0.216 1.0 0.216 1.0 8 1 False 3 3.6 0 -0.0 0 3208000 3208000 32000.0 32010.0 A A E
32 8 1 FO 1255.81 145.0 0 6 1255.8 48.4 1339.5 96.7 1339.5 193.3 1255.8 241.7 1172.1 193.4 1172.1 96.7 1255.8 48.4 0 0 0.675 2.0 0.241 1.0 0.236 1.0 10 0 True 3 3.6 0 6.586 0 3208010 3208010 32000.0 32010.0 A A W
32 8 2 FO 1172.09 290.01 0 6 1172.1 193.4 1255.8 241.7 1255.8 338.3 1172.1 386.7 1088.4 338.3 1088.4 241.7 1172.1 193.4 0 0 0.68 2.0 0.247 1.0 0.241 1.0 12 0 True 3 3.6 0 13.898 0 3208020 3208020 32000.0 32010.0 A A W
32 8 3 FO 1088.36 435.02 0 6 1088.4 338.3 1172.1 386.7 1172.1 483.3 1088.3 531.7 1004.7 483.3 1004.6 386.7 1088.4 338.3 0 0 0.693 2.0 0.253 1.0 0.246 1.0 14 0 False 3 3.6 0 21.787 0 3208030 3208030 32000.0 32010.0 A A N
32 8 4 FO 1004.64 580.03 4 6 1004.7 483.3 1088.3 531.7 1088.4 628.4 1004.7 676.7 920.9 628.3 920.9 531.7 1004.7 483.3 0 1 0.703 2.0 0.259 1.0 0.25 1.0 25 1 False 3 3.6 0 30.0 0 3208040 3208040 32100.0 32110.0 A A N
32 8 5 FO 920.92 725.05 4 6 920.9 628.3 1004.7 676.7 1004.7 773.4 920.9 821.7 837.3 773.4 837.2 676.7 920.9 628.3 0 1 0.696 2.0 0.259 1.0 0.249 1.0 16 1 False 3 3.6 0 38.214 0 3208050 3208050 32100.0 32110.0 A A E
32 8 6 FO 837.21 870.05 4 6 837.3 773.4 920.9 821.7 921.0 918.4 837.2 966.7 753.5 918.4 753.5 821.7 837.3 773.4 0 1 0.695 2.0 0.253 1.0 0.245 1.0 18 1 False 3 3.6 0 46.102 0 3208060 3208060 32100.0 32110.0 A A E
32 8 7 FO 753.49 1015.06 4 6 753.5 918.4 837.2 966.7 837.2 1063.4 753.5 1111.7 669.7 1063.4 669.8 966.7 753.5 918.4 0 1 0.698 2.0 0.248 1.0 0.242 1.0 20 0 True 3 3.6 0 53.413 0 3208070 3208070 32100.0 32110.0 A A W
32 8 8 FO 669.76 1160.07 1 6 669.7 1063.4 753.5 1111.7 753.4 1208.4 669.8 1256.7 586.0 1208.4 586.1 1111.7 669.7 1063.4 1 0 0.679 2.0 0.243 1.0 0.238 1.0 9 1 False 3 3.6 0 60.0 0 3208080 3208080 32200.0 32210.0 A A E
32 8 9 FO 586.04 1305.08 1 6 586.0 1208.4 669.8 1256.7 669.8 1353.5 586.1 1401.8 502.3 1353.4 502.3 1256.7 586.0 1208.4 1 0 0.669 2.0 0.234 1.0 0.231 1.0 11 1 False 3 3.6 0 65.818 0 3208090 3208090 32200.0 32210.0 A A E
32 8 10 FO 502.32 1450.08 1 6 502.3 1353.4 586.1 1401.8 586.0 1498.4 502.3 1546.8 418.6 1498.5 418.5 1401.7 502.3 1353.4 1 0 0.668 2.0 0.23 1.0 0.228 1.0 13 1 False 3 3.6 0 70.893 0 3208100 3208100 32200.0 32210.0 A A N
32 8 11 FO 418.61 1595.09 1 6 418.6 1498.5 502.3 1546.8 502.3 1643.4 418.6 1691.8 334.9 1643.4 334.9 1546.8 418.6 1498.5 1 0 0.665 2.0 0.226 1.0 0.225 1.0 15 1 False 3 3.6 0 75.295 0 3208110 3208110 32200.0 32210.0 A A N
32 8 12 bOe 334.88 1740.1 2 5 418.6 1788.4 251.2 1788.4 251.1 1691.8 334.9 1643.4 418.6 1691.8 418.6 1788.4 0.0 0.0 0 0 0.658 1.0 0.198 1.0 0.198 1.0 22 1 False 3 3.6 0 79.107 0 3208120 3208120 32201.0 32210.0 B A N
32 9 0 FO 1506.96 -0.0 0 6 1507.0 -96.6 1590.7 -48.3 1590.7 48.3 1506.9 96.7 1423.3 48.4 1423.2 -48.3 1507.0 -96.6 0 0 0.0 2.0 0.216 1.0 0.216 1.0 8 1 False 3 3.6 0 -0.0 0 3209000 3209000 32000.0 32010.0 A A N
32 9 1 FO 1423.24 145.01 0 6 1423.3 48.4 1506.9 96.7 1507.0 193.3 1423.2 241.7 1339.5 193.3 1339.5 96.7 1423.3 48.4 0 0 0.667 2.0 0.23 1.0 0.228 1.0 10 1 False 3 3.6 0 5.818 0 3209010 3209010 32000.0 32010.0 A A E
32 9 2 FO 1339.53 290.01 0 6 1339.5 193.3 1423.2 241.7 1423.2 338.3 1339.5 386.7 1255.8 338.3 1255.8 241.7 1339.5 193.3 0 0 0.67 2.0 0.234 1.0 0.231 1.0 12 1 False 3 3.6 0 12.216 0 3209020 3209020 32000.0 32010.0 A A E
32 9 3 FO 1255.81 435.02 0 6 1255.8 338.3 1339.5 386.7 1339.6 483.4 1255.8 531.7 1172.1 483.3 1172.1 386.7 1255.8 338.3 0 0 0.674 2.0 0.237 1.0 0.233 1.0 14 0 True 3 3.6 0 19.106 0 3209030 3209030 32000.0 32010.0 A A W
32 9 4 FO 1172.09 580.04 0 6 1172.1 483.3 1255.8 531.7 1255.8 628.4 1172.1 676.7 1088.4 628.4 1088.3 531.7 1172.1 483.3 0 0 0.679 2.0 0.24 1.0 0.235 1.0 24 0 False 3 3.6 0 26.33 0 3209040 3209040 32001.0 32010.0 B A N
32 9 5 FO 1088.37 725.04 4 6 1088.4 628.4 1172.1 676.7 1172.1 773.4 1088.4 821.7 1004.7 773.4 1004.7 676.7 1088.4 628.4 0 1 0.675 2.0 0.242 1.0 0.237 1.0 25 1 False 3 3.6 0 33.67 0 3209050 3209050 32100.0 32110.0 A A E
32 9 6 FO 1004.64 870.05 4 6 1004.7 773.4 1088.4 821.7 1088.4 918.3 1004.6 966.7 921.0 918.4 920.9 821.7 1004.7 773.4 0 1 0.67 2.0 0.241 1.0 0.237 1.0 16 0 True 3 3.6 0 40.894 0 3209060 3209060 32100.0 32110.0 A A W
32 9 7 FO 920.93 1015.06 4 6 921.0 918.4 1004.6 966.7 1004.7 1063.3 920.9 1111.7 837.2 1063.4 837.2 966.7 921.0 918.4 0 1 0.684 2.0 0.237 1.0 0.233 1.0 18 0 True 3 3.6 0 47.784 0 3209070 3209070 32100.0 32110.0 A A W
32 9 8 FO 837.21 1160.07 4 6 837.2 1063.4 920.9 1111.7 920.9 1208.5 837.2 1256.8 753.4 1208.4 753.5 1111.7 837.2 1063.4 0 1 0.673 2.0 0.233 1.0 0.231 1.0 20 0 False 3 3.6 0 54.182 0 3209080 3209080 32100.0 32110.0 A A N
32 9 9 FO 753.48 1305.07 1 6 753.4 1208.4 837.2 1256.8 837.2 1353.4 753.5 1401.7 669.8 1353.5 669.8 1256.7 753.4 1208.4 1 0 0.666 2.0 0.229 1.0 0.228 1.0 9 1 False 3 3.6 0 60.0 0 3209090 3209090 32200.0 32210.0 A A N
32 9 10 FO 669.76 1450.08 1 6 669.8 1353.5 753.5 1401.7 753.5 1498.4 669.8 1546.7 586.0 1498.4 586.1 1401.8 669.8 1353.5 1 0 0.664 2.0 0.228 1.0 0.226 1.0 11 1 False 3 3.6 0 65.209 0 3209100 3209100 32200.0 32210.0 A A N
32 9 11 FOe 586.04 1595.09 1 6 586.0 1498.4 669.8 1546.7 669.7 1643.4 586.0 1691.8 502.3 1643.4 502.3 1546.8 586.0 1498.4 1 0 0.663 2.0 0.227 1.0 0.225 1.0 13 1 False 3 3.6 0 69.827 0 3209110 3209110 32200.0 32210.0 A A N
32 9 12 aOe 502.33 1740.1 1 4 586.1 1691.7 418.6 1788.4 418.6 1691.8 502.3 1643.4 586.1 1691.7 0.0 0.0 0.0 0.0 0 0 0.658 1.0 0.148 1.0 0.148 1.0 15 1 False 3 3.6 0 73.898 0 3209120 3209120 32200.0 32210.0 A A N
32 10 0 aOe 1674.41 -0.0 5 4 1590.7 -48.3 1758.1 48.3 1674.4 96.7 1590.7 48.3 1590.7 -48.3 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.144 1.0 0.144 1.0 8 1 False 3 3.6 0 -0.0 0 3210000 3210000 32000.0 32010.0 A A N
32 10 1 FO 1590.68 145.01 0 6 1590.7 48.3 1674.4 96.7 1674.4 193.3 1590.6 241.7 1507.0 193.3 1506.9 96.7 1590.7 48.3 0 0 0.662 2.0 0.225 1.0 0.224 1.0 10 1 False 3 3.6 0 5.209 0 3210010 3210010 32000.0 32010.0 A A N
32 10 2 FO 1506.96 290.01 0 6 1507.0 193.3 1590.6 241.7 1590.7 338.4 1507.0 386.7 1423.2 338.3 1423.2 241.7 1507.0 193.3 0 0 0.659 2.0 0.229 1.0 0.228 1.0 12 1 False 3 3.6 0 10.893 0 3210020 3210020 32000.0 32010.0 A A N
32 10 3 FO 1423.25 435.03 0 6 1423.2 338.3 1507.0 386.7 1507.0 483.4 1423.2 531.7 1339.6 483.4 1339.5 386.7 1423.2 338.3 0 0 0.66 2.0 0.227 1.0 0.226 1.0 14 1 False 3 3.6 0 16.996 0 3210030 3210030 32000.0 32010.0 A A E
32 10 4 FO 1339.53 580.03 0 6 1339.6 483.4 1423.2 531.7 1423.3 628.4 1339.5 676.7 1255.8 628.4 1255.8 531.7 1339.6 483.4 0 0 0.671 2.0 0.231 1.0 0.229 1.0 24 0 True 3 3.6 0 23.413 0 3210040 3210040 32001.0 32010.0 B A W
32 10 5 FO 1255.81 725.04 4 6 1255.8 628.4 1339.5 676.7 1339.5 773.3 1255.8 821.7 1172.1 773.4 1172.1 676.7 1255.8 628.4 0 1 0.667 2.0 0.231 1.0 0.228 1.0 26 1 False 3 3.6 0 30.0 0 3210050 3210050 32101.0 32110.0 B A E
32 10 6 FO 1172.09 870.05 4 6 1172.1 773.4 1255.8 821.7 1255.8 918.3 1172.1 966.7 1088.4 918.3 1088.4 821.7 1172.1 773.4 0 1 0.666 2.0 0.232 1.0 0.23 1.0 25 0 True 3 3.6 0 36.587 0 3210060 3210060 32100.0 32110.0 A A W
32 10 7 FO 1088.36 1015.06 4 6 1088.4 918.3 1172.1 966.7 1172.1 1063.4 1088.4 1111.8 1004.7 1063.3 1004.6 966.7 1088.4 918.3 0 1 0.664 2.0 0.231 1.0 0.229 1.0 16 0 False 3 3.6 0 43.004 0 3210070 3210070 32100.0 32110.0 A A N
32 10 8 FO 1004.65 1160.06 4 6 1004.7 1063.3 1088.4 1111.8 1088.4 1208.4 1004.7 1256.7 920.9 1208.5 920.9 1111.7 1004.7 1063.3 0 1 0.665 2.0 0.229 1.0 0.228 1.0 18 0 False 3 3.6 0 49.106 0 3210080 3210080 32100.0 32110.0 A A N
32 10 9 FOe 920.93 1305.07 4 6 920.9 1208.5 1004.7 1256.7 1004.6 1353.4 920.9 1401.7 837.2 1353.4 837.2 1256.8 920.9 1208.5 0 1 0.664 2.0 0.227 1.0 0.226 1.0 20 0 False 3 3.6 0 54.791 0 3210090 3210090 32100.0 32110.0 A A N
32 10 10 aOe 837.2 1450.08 0 4 837.2 1353.4 837.2 1546.7 753.5 1498.4 753.5 1401.7 837.2 1353.4 0.0 0.0 0.0 0.0 0 0 0.655 1.0 0.15 1.0 0.15 1.0 9 1 False 3 3.6 0 60.0 0 3210100 3210100 32200.0 32210.0 A A N
32 10 11 aOe 753.48 1595.09 1 4 837.2 1546.7 669.7 1643.4 669.8 1546.7 753.5 1498.4 837.2 1546.7 0.0 0.0 0.0 0.0 0 0 0.651 1.0 0.147 1.0 0.147 1.0 11 1 False 3 3.6 0 64.715 0 3210110 3210110 32200.0 32210.0 A A N
32 11 1 aOe 1758.13 145.0 0 4 1758.1 48.3 1758.1 241.7 1674.4 193.3 1674.4 96.7 1758.1 48.3 0.0 0.0 0.0 0.0 0 0 0.645 1.0 0.144 1.0 0.144 1.0 10 1 False 3 3.6 0 4.715 0 3211010 3211010 32000.0 32010.0 A A N
32 11 2 FOe 1674.41 290.02 0 6 1674.4 193.3 1758.1 241.7 1758.1 338.4 1674.4 386.7 1590.7 338.4 1590.6 241.7 1674.4 193.3 0 0 0.657 2.0 0.222 1.0 0.221 1.0 12 1 False 3 3.6 0 9.827 0 3211020 3211020 32000.0 32010.0 A A N
32 11 3 FO 1590.69 435.03 0 6 1590.7 338.4 1674.4 386.7 1674.4 483.4 1590.7 531.7 1507.0 483.4 1507.0 386.7 1590.7 338.4 0 0 0.664 2.0 0.225 1.0 0.224 1.0 14 1 False 3 3.6 0 15.296 0 3211030 3211030 32000.0 32010.0 A A N
32 11 4 FO 1506.97 580.03 0 6 1507.0 483.4 1590.7 531.7 1590.7 628.3 1506.9 676.7 1423.3 628.4 1423.2 531.7 1507.0 483.4 0 0 0.666 2.0 0.229 1.0 0.227 1.0 24 1 False 3 3.6 0 21.052 0 3211040 3211040 32001.0 32010.0 B A E
32 11 5 FO 1423.25 725.04 4 6 1423.3 628.4 1506.9 676.7 1507.0 773.3 1423.2 821.7 1339.5 773.3 1339.5 676.7 1423.3 628.4 0 0 0.666 2.0 0.226 1.0 0.225 1.0 24 0 False 3 3.6 0 26.995 0 3211050 3211050 32001.0 32010.0 B A N
32 11 6 FO 1339.53 870.05 4 6 1339.5 773.3 1423.2 821.7 1423.3 918.4 1339.5 966.8 1255.8 918.3 1255.8 821.7 1339.5 773.3 0 1 0.658 2.0 0.251 1.0 0.251 1.0 26 0 True 3 3.6 0 33.004 0 3211060 3211060 32101.0 32110.0 B A W
32 11 7 FO 1255.81 1015.06 4 6 1255.8 918.3 1339.5 966.8 1339.6 1063.4 1255.8 1111.7 1172.1 1063.4 1172.1 966.7 1255.8 918.3 0 1 0.657 2.0 0.225 1.0 0.224 1.0 25 0 False 3 3.6 0 38.948 0 3211070 3211070 32100.0 32110.0 A A N
32 11 8 FO 1172.08 1160.07 4 6 1172.1 1063.4 1255.8 1111.7 1255.8 1208.4 1172.1 1256.7 1088.4 1208.4 1088.4 1111.8 1172.1 1063.4 0 1 0.662 2.0 0.226 1.0 0.225 1.0 16 0 False 3 3.6 0 44.705 0 3211080 3211080 32100.0 32110.0 A A N
32 11 9 FOe 1088.37 1305.07 4 6 1088.4 1208.4 1172.1 1256.7 1172.1 1353.4 1088.4 1401.7 1004.6 1353.4 1004.7 1256.7 1088.4 1208.4 0 1 0.661 2.0 0.251 1.0 0.251 1.0 18 0 False 3 3.6 0 50.173 0 3211090 3211090 32100.0 32110.0 A A N
32 11 10 cOe 1004.65 1450.08 1 3 1088.4 1401.7 920.9 1401.7 1004.6 1353.4 1088.4 1401.7 0.0 0.0 0.0 0.0 0.0 0.0 0 1 0.649 0.0 0.0 0.0 0.0 0.0 20 0 False 3 3.6 0 55.285 0 3211100 3211100 32100.0 32110.0 A A N
32 12 3 aOe 1758.13 435.03 0 4 1758.1 338.4 1758.1 531.7 1674.4 483.4 1674.4 386.7 1758.1 338.4 0.0 0.0 0.0 0.0 0 0 0.65 1.0 0.146 1.0 0.146 1.0 14 1 False 3 3.6 0 13.898 0 3212030 3212030 32000.0 32010.0 A A N
32 12 4 bOe 1674.41 580.04 1 5 1758.1 531.7 1674.4 676.8 1590.7 628.3 1590.7 531.7 1674.4 483.4 1758.1 531.7 0.0 0.0 0 0 0.659 1.0 0.195 1.0 0.195 1.0 24 1 False 3 3.6 0 19.107 0 3212040 3212040 32001.0 32010.0 B A N
32 12 5 bOe 1590.69 725.04 1 5 1674.4 676.7 1590.7 821.8 1507.0 773.3 1506.9 676.7 1590.7 628.3 1674.4 676.7 0.0 0.0 0 0 0.659 1.0 0.195 1.0 0.195 1.0 24 1 False 3 3.6 0 24.504 0 3212050 3212050 32001.0 32010.0 B A N
32 12 6 cOe 1506.97 870.05 0 3 1507.0 773.3 1423.3 918.4 1423.2 821.7 1507.0 773.3 0.0 0.0 0.0 0.0 0.0 0.0 0 1 0.658 0.0 0.0 0.0 0.0 0.0 26 0 False 3 3.6 0 30.0 0 3212060 3212060 32101.0 32110.0 B A N
32 12 7 bOe 1423.25 1015.06 1 5 1507.0 966.7 1423.2 1111.7 1339.6 1063.4 1339.5 966.8 1423.3 918.4 1507.0 966.7 0.0 0.0 0 1 0.651 1.0 0.195 1.0 0.195 1.0 26 0 False 3 3.6 0 35.496 0 3212070 3212070 32101.0 32110.0 B A N
32 12 8 bOe 1339.53 1160.07 1 5 1423.2 1111.7 1339.5 1256.7 1255.8 1208.4 1255.8 1111.7 1339.6 1063.4 1423.2 1111.7 0.0 0.0 0 1 0.657 1.0 0.196 1.0 0.196 1.0 25 0 False 3 3.6 0 40.893 0 3212080 3212080 32100.0 32110.0 A A N
32 12 9 aOe 1255.8 1305.08 1 4 1339.5 1256.7 1172.0 1353.4 1172.1 1256.7 1255.8 1208.4 1339.5 1256.7 0.0 0.0 0.0 0.0 0 1 0.656 1.0 0.146 1.0 0.146 1.0 16 0 False 3 3.6 0 46.102 0 3212090 3212090 32100.0 32110.0 A A N
33 1 3 FIe -83.72 435.02 2 6 -83.7 338.4 0.0 386.7 0.0 483.4 -83.7 531.7 -167.4 483.4 -167.4 386.7 -83.7 338.4 1 1 0.934 2.0 0.937 1.0 0.941 1.0 7 0 False 6 7.2 0 100.893 1 3301030 3301031 33300.0 33310.0 A A N
33 1 4 FI -167.44 580.03 2 6 -167.4 483.4 -83.7 531.7 -83.7 628.4 -167.4 676.7 -251.2 628.4 -251.2 531.7 -167.4 483.4 1 1 0.801 2.0 0.678 1.0 0.682 1.0 7 0 False 6 7.2 0 106.102 1 3301040 3301041 33300.0 33310.0 A A N
33 1 5 FI -251.16 725.04 2 6 -251.2 628.4 -167.4 676.7 -167.4 773.4 -251.2 821.7 -334.9 773.4 -334.9 676.7 -251.2 628.4 1 1 0.731 2.0 0.488 1.0 0.487 1.0 7 0 True 6 7.2 0 109.107 1 3301050 3301051 33300.0 33310.0 A A N
33 1 6 FO -334.88 870.05 5 6 -334.9 773.4 -251.2 821.7 -251.2 918.4 -334.9 966.7 -418.6 918.4 -418.6 821.7 -334.9 773.4 1 1 0.701 2.0 0.266 1.0 0.255 1.0 17 1 False 3 3.6 0 111.052 0 3301060 3301060 33300.0 33310.0 A A N
33 1 7 FO -418.6 1015.06 5 6 -418.6 918.4 -334.9 966.7 -334.9 1063.4 -418.6 1111.7 -502.3 1063.4 -502.3 966.7 -418.6 918.4 1 1 0.677 2.0 0.242 1.0 0.237 1.0 17 1 False 3 3.6 0 112.411 0 3301070 3301070 33300.0 33310.0 A A N
33 1 8 FO -502.32 1160.06 5 6 -502.3 1063.4 -418.6 1111.7 -418.6 1208.4 -502.3 1256.7 -586.0 1208.4 -586.0 1111.7 -502.3 1063.4 1 1 0.668 2.0 0.232 1.0 0.229 1.0 17 1 False 3 3.6 0 113.413 0 3301080 3301080 33300.0 33310.0 A A E
33 1 9 FO -586.04 1305.07 5 6 -586.0 1208.4 -502.3 1256.7 -502.3 1353.4 -586.0 1401.7 -669.8 1353.4 -669.8 1256.7 -586.0 1208.4 1 1 0.658 2.0 0.226 1.0 0.225 1.0 17 0 True 3 3.6 0 114.182 0 3301090 3301090 33300.0 33310.0 A A W
33 1 10 FOe -669.76 1450.08 5 6 -669.8 1353.4 -586.0 1401.7 -586.0 1498.4 -669.8 1546.8 -753.5 1498.4 -753.5 1401.7 -669.8 1353.4 1 1 0.655 2.0 0.223 1.0 0.222 1.0 17 0 False 3 3.6 0 114.791 0 3301100 3301100 33300.0 33310.0 A A N
33 1 11 FOe -753.48 1595.09 5 6 -753.5 1498.4 -669.8 1546.8 -669.8 1643.4 -753.5 1691.8 -837.2 1643.4 -837.2 1546.8 -753.5 1498.4 1 1 0.648 2.0 0.218 1.0 0.218 1.0 17 0 False 3 3.6 0 115.285 0 3301110 3301110 33300.0 33310.0 A A N
33 2 0 aIe 334.88 0.0 3 4 353.3 86.1 353.3 -86.1 418.6 -48.3 418.6 48.3 353.3 86.1 0.0 0.0 0.0 0.0 0 0 0.868 1.0 0.609 1.0 0.609 1.0 0 0 False 6 7.2 0 0.0 1 3302000 3302001 33000.0 33010.0 A A N
